network,algo,seed,steps,wall_clock_s,mean_sps,proj_hours_2M,proj_hours_2M_x5seeds,mean_travel_time_s,mean_waiting_time_s,p95_waiting_time_s,n_trips
n3_grid,mappo,42,1024,654.4,1.56,355.01,1775.04,322.07247447608813,135.2539629231596,451.0,14888
