global_step,episode,episode_length,mean_reward,queue_total_proxy,co2_total_mg,fuel_total_ml,throughput,avg_waiting_proxy
1029240,953,1080,-59.31148686125894,51632.0,223334690.28249446,72252172.33930431,578.0,180.46839624152526
1030320,954,1080,-40.93350774925739,31050.0,166777466.23189408,53957657.187176526,574.0,108.42607106170075
1031400,955,1080,-52.17134115919039,43208.0,201310142.82505736,65119212.21003311,589.0,150.78784228799685
1032480,956,1080,-55.17235065455485,49844.0,208143791.45616096,67349793.46793184,578.0,165.8557944756524
1033560,957,1080,-42.810594853715706,31272.0,170899311.7386728,55288635.99459897,534.0,109.89480517807735
1034640,958,1080,-40.36780602300982,28986.0,165117237.29037857,53409176.59068435,543.0,103.29356321826847
1035720,959,1080,-39.70167030982266,28220.0,163363624.69080305,52844407.143531226,566.0,99.68229013555055
1036800,960,1080,-44.51079673323882,34924.0,175066619.9161539,56629120.53444619,573.0,123.0785653636416
1037880,961,1080,-42.405867341853906,33716.0,176061675.66221088,56953740.27407895,572.0,114.32897201721462
1038960,962,1080,-48.33757110592592,39142.0,187653043.1032252,60711476.45937052,539.0,131.76766668164464
1040040,963,1080,-40.318505456771604,29998.0,163812704.4670578,53001177.2541326,544.0,102.37642062346184
1041120,964,1080,-40.91505293151657,30002.0,167640343.1394471,54225662.06320043,586.0,104.71029923494284
1042200,965,1080,-41.59994184269457,29338.0,167979123.9781533,54332664.38390683,568.0,103.15314768225606
1043280,966,1080,-81.18861497418564,82410.0,291917514.33992636,94473014.64868292,585.0,264.94217677383153
1044360,967,1080,-43.20029649195723,31538.0,171305429.8738648,55417288.928647235,534.0,109.632135348844
1045440,968,1080,-43.61006070446223,31988.0,172366498.87560338,55759082.49217088,539.0,114.30590625496258
1046520,969,1080,-40.72140611846818,29198.0,169530878.0152992,54832271.31930211,572.0,104.12823653076511
1047600,970,1080,-41.56130923371533,30028.0,171833416.84080282,55580926.55566009,541.0,103.711393646987
1048680,971,1080,-38.488420829187206,28702.0,160437707.23933128,51901771.5716656,562.0,98.84702272738666
1049760,972,1080,-44.148692132834036,33914.0,176079689.19785097,56962040.08983209,562.0,122.63766618801213
1050840,973,1080,-59.264190523203695,54458.0,221871205.63559064,71795071.37417439,530.0,177.70545439716884
1051920,974,1080,-42.54374034012241,32278.0,171450500.4183421,55458584.813339405,533.0,113.13754344508307
1053000,975,1080,-42.560314436690575,32606.0,173452047.25657308,56105171.17586393,543.0,115.63743156981572
1054080,976,1080,-40.4011451268595,29722.0,169181925.87737912,54722901.22315699,563.0,103.5882495475757
1055160,977,1080,-48.62001806742473,41102.0,191329895.19050843,61899690.15337739,575.0,140.7095324091173
1056240,978,1080,-42.21231892555461,31652.0,175247037.00433847,56682528.01867629,551.0,112.67100878348586
1057320,979,1080,-44.95676983140291,34834.0,183033455.11874467,59199963.28154596,563.0,121.11129800831081
1058400,980,1080,-42.04503927079702,32478.0,175598311.75300458,56799539.01991848,586.0,112.83719081234551
1059480,981,1080,-42.71041223541276,33244.0,173835335.3926232,56238741.70271663,547.0,114.38384477034683
1060560,982,1080,-40.57035028137232,31422.0,171640328.61682332,55520245.443284206,569.0,106.5479444530754
1061640,983,1080,-46.8243741454159,36882.0,185255434.4828331,59923874.34565056,545.0,127.77700302480163
1062720,984,1080,-42.08939053081844,35286.0,177976341.96334854,57573098.477635965,585.0,118.71167722831909
1063800,985,1080,-39.966535390346095,30690.0,169026461.43176052,54677971.653089285,568.0,102.63244589119492
1064880,986,1080,-40.740830758977424,29972.0,170374989.18859062,55108845.82571364,584.0,105.31845100307515
1065960,987,1080,-51.216556790860196,42894.0,200907110.51722512,64985424.35739628,535.0,144.79643900506383
1067040,988,1080,-40.1679697631009,29912.0,170210680.775402,55051673.43143145,585.0,104.63722063824075
1068120,989,1080,-84.94902747297517,85646.0,287533177.28515583,93047367.56943345,565.0,286.47501471644375
1069200,990,1080,-40.27374544680811,31558.0,176527491.3065396,57093266.52686035,602.0,110.06617469727084
1070280,991,1080,-48.46167930186191,40794.0,189413555.42105612,61286597.004648305,555.0,136.87169520434298
1071360,992,1080,-44.0821261345244,33412.0,178700514.45686185,57805132.95386898,537.0,116.8573263754284
1072440,993,1080,-40.15883202090047,29818.0,168644275.16352338,54545396.15295285,517.0,101.77504462032536
1073520,994,1080,-38.87558235158463,30178.0,167677902.6195697,54242904.010401025,570.0,98.83156279827546
1074600,995,1080,-38.46131204841268,28930.0,165292052.5766712,53470076.31710124,586.0,100.6407881897932
1075680,996,1080,-40.53248526617971,31074.0,173412040.66077977,56088894.674247645,535.0,105.54303143146672
1076760,997,1080,-42.506506318410025,31832.0,172261040.35690352,55717641.5650119,543.0,112.45775731388296
1077840,998,1080,-40.42302623826492,29410.0,169007822.94386292,54663442.83269395,556.0,102.64279045619898
1078920,999,1080,-46.216310708089,37218.0,179216293.22390255,57973135.66655226,537.0,130.4251914266269
1080000,1000,1080,-39.89699878665127,29466.0,169407886.949784,54795582.10427288,550.0,99.97314938805567
1081080,1001,1080,-39.36858847053956,29642.0,167862696.61913508,54295676.54493107,566.0,101.6941273459438
1082160,1002,1080,-48.84785038166143,39352.0,188328300.5138971,60934206.24878307,539.0,133.9678387920829
1083240,1003,1080,-41.38800821944426,32154.0,173249068.91020936,56049122.226111546,555.0,108.22993588006
1084320,1004,1080,-40.41930459094627,29952.0,171034244.4643874,55317105.55326323,564.0,103.21513324185088
1085400,1005,1080,-38.75639744977529,29248.0,161797738.7780783,52342801.243041314,551.0,99.33169885538221
1086480,1006,1080,-39.343924431770546,28358.0,161333441.08772513,52195958.26518926,543.0,97.55282698678874
1087560,1007,1080,-47.35580583392118,37798.0,186348030.81621873,60285780.47888308,525.0,124.40158661781282
1088640,1008,1080,-42.46466001761007,32216.0,174070399.0331624,56303352.845769085,554.0,111.31671579665077
1089720,1009,1080,-46.09451378109019,35930.0,183101838.42208767,59232269.71100916,551.0,123.98169311651924
1090800,1010,1080,-38.614739740338145,28786.0,161780768.20432854,52339900.729191095,566.0,96.87761733364914
1091880,1011,1080,-47.97165753960701,38348.0,186817019.27345964,60438879.67687358,545.0,131.0372734003746
1092960,1012,1080,-49.91970785704098,41214.0,189614324.6077254,61345968.38968463,513.0,140.6621928064357
1094040,1013,1080,-39.26104133681004,28664.0,165576451.7895607,53558906.885604806,551.0,99.01668190049182
1095120,1014,1080,-39.27255713291063,29916.0,166786919.75292355,53951350.87159099,584.0,101.8172152150045
1096200,1015,1080,-39.38868914136151,29522.0,168410336.5114642,54476360.21967931,578.0,102.33088581593954
1097280,1016,1080,-39.911052617024865,30086.0,167747502.7538849,54259435.26683504,551.0,103.66877834345007
1098360,1017,1080,-66.34776774482592,60524.0,242422600.56813368,78438320.06751606,565.0,206.94195245449285
1099440,1018,1080,-43.993636885175334,35076.0,178365828.6490354,57699535.23419353,515.0,120.15557105921818
1100520,1019,1080,-50.0835756553498,39970.0,195897364.92911923,63360803.96986116,545.0,137.84297704735914
1101600,1020,1080,-42.369030007748364,33418.0,177371251.21285364,57375583.357018225,584.0,114.63749135922097
1102680,1021,1080,-48.75875871876873,41952.0,198402518.00477406,64183494.07144494,573.0,139.7544858104438
1103760,1022,1080,-44.49646616839222,34616.0,181635297.8483777,58748338.711921506,561.0,121.87701099790871
1104840,1023,1080,-41.557824657713354,33614.0,175298256.3740308,56714010.41529868,557.0,112.4423870741364
1105920,1024,1080,-47.26542403907357,38198.0,186924486.9777999,60473107.03862225,534.0,129.6046319476398
1107000,1025,1080,-39.52964888456003,32292.0,173421510.56221154,56093404.12628946,595.0,110.70456842431912
1108080,1026,1080,-45.83223445561285,38742.0,184883334.2384682,59817625.0327962,532.0,124.97992304731434
1109160,1027,1080,-52.52083026613835,47980.0,208056023.2517633,67316820.51244986,540.0,159.29190396874182
1110240,1028,1080,-40.99960198796017,33504.0,176868297.5955794,57204258.98380121,552.0,111.49476360808175
1111320,1029,1080,-46.35409173183496,39240.0,188305614.27275026,60916786.5084464,553.0,130.7155797574504
1112400,1030,1080,-44.74198747094738,40508.0,189859249.44445238,61426017.69590926,575.0,131.12025525851158
1113480,1031,1080,-43.38255773758511,36668.0,180858923.157544,58516802.362113625,527.0,122.27109894403118
1114560,1032,1080,-48.37932315071251,42682.0,194201039.5949447,62833454.15094341,551.0,143.843710846635
1115640,1033,1080,-40.36982428648133,33838.0,176375600.34620854,57055369.300976746,560.0,111.59460276035357
1116720,1034,1080,-64.13980534141872,61738.0,241039323.15821853,77992472.16556758,546.0,204.56003408651497
1117800,1035,1080,-39.31514240348211,33514.0,176682097.45312056,57153219.52193501,555.0,108.94201338202583
1118880,1036,1080,-49.0475663575433,43568.0,201845264.02678344,65290923.86073386,544.0,144.5862495228986
1119960,1037,1080,-38.35242821257175,32324.0,172137443.24366215,55691098.943697006,578.0,104.19531624334911
1121040,1038,1080,-39.09630598840182,33822.0,168999840.09832093,54680294.88420727,545.0,110.38812975296926
1122120,1039,1080,-40.92081466310083,33272.0,179138236.38514832,57937753.9426074,550.0,114.0014625936639
1123200,1040,1080,-40.77708935016693,34890.0,179042740.99658856,57912679.65729914,536.0,114.5070723821048
1124280,1041,1080,-48.278958343760266,47126.0,202244394.18930203,65434667.66472746,585.0,152.326881130165
1125360,1042,1080,-41.760125291905545,35396.0,182721983.36851695,59102008.02273589,553.0,116.01300806444246
1126440,1043,1080,-43.22155594078386,37902.0,186705903.7888821,60405131.81011904,561.0,123.27150930860837
1127520,1044,1080,-45.395730799000944,40716.0,188576468.4535895,61017288.92686119,541.0,130.8886549554476
1128600,1045,1080,-39.94212067200244,35100.0,180133423.33354393,58265860.005313665,575.0,113.74615105272558
1129680,1046,1080,-44.845315526723404,39426.0,184486921.54770648,59686054.06464679,537.0,129.19652362294184
1130760,1047,1080,-39.78527777334854,34818.0,176209848.6525054,57004544.061904185,547.0,112.76384667041395
1131840,1048,1080,-48.87313407600843,45004.0,202598808.48328903,65546179.140781276,572.0,143.8802167051574
1132920,1049,1080,-42.70077400176994,37076.0,182849234.82675952,59151892.33598287,551.0,120.06510103568824
1134000,1050,1080,-44.69140440984027,39460.0,184763286.99397936,59780402.045779176,545.0,129.53127019887017
1135080,1051,1080,-50.01332181893046,45422.0,200066585.29139996,64725890.97604231,541.0,151.81569143546545
1136160,1052,1080,-51.13675033100024,45300.0,201534561.10292113,65200725.56768022,524.0,150.67726074109237
1137240,1053,1080,-50.15031994921348,44890.0,201012212.18061906,65036051.30252051,532.0,147.04668602604457
1138320,1054,1080,-41.12078077092897,34034.0,177123356.45365387,57290666.00934552,561.0,117.58007069392146
1139400,1055,1080,-49.26013693058875,44730.0,195421395.85881865,63229900.526000015,542.0,151.8066911839965
1140480,1056,1080,-44.430935481655226,38176.0,185619974.95497793,60040074.85556343,533.0,127.78128149094837
1141560,1057,1080,-52.41892002779425,46596.0,206257475.30119395,66733561.44613086,526.0,154.34430646509335
1142640,1058,1080,-41.33147956425579,31824.0,173327068.66458982,56061288.51310778,548.0,109.92622552975695
1143720,1059,1080,-46.67710121965652,39112.0,182054724.23011667,58904607.02411997,524.0,134.7889269427315
1144800,1060,1080,-45.5070647212063,39646.0,191825364.29460654,62051937.56940226,560.0,130.14156002186223
1145880,1061,1080,-37.905897862383114,32808.0,171681331.981567,55547495.32498453,570.0,103.05760822698694
1146960,1062,1080,-41.63549588952006,35128.0,180169781.9220739,58286385.40552835,571.0,114.44585949669302
1148040,1063,1080,-41.807774162271855,35900.0,176068628.8497089,56972011.6908441,536.0,116.83616671263383
1149120,1064,1080,-46.284443775582254,41796.0,189196993.04830486,61219962.590164356,509.0,134.9166507293162
1150200,1065,1080,-39.61218358735468,35532.0,174654947.3343192,56505573.344836965,548.0,113.34488770007961
1151280,1066,1080,-43.30631938713168,36948.0,187016485.85856554,60486457.97996232,543.0,124.37999504498013
1152360,1067,1080,-52.5658927659358,49688.0,211642209.9731362,68475995.39139037,557.0,161.37506627662248
1153440,1068,1080,-41.55753985220549,38334.0,184928694.57616982,59825423.631023034,562.0,125.12133194168344
1154520,1069,1080,-43.31932613982757,38724.0,186699941.43186542,60401385.439861104,541.0,125.06201717603807
1155600,1070,1080,-43.60502663015761,38148.0,187697404.8143272,60724667.75484708,538.0,122.85185054661197
1156680,1071,1080,-41.616987847538184,35018.0,178749952.56355476,57824158.94591385,563.0,117.48715168360978
1157760,1072,1080,-40.45248169008434,35108.0,181226646.0304059,58620753.20988412,548.0,116.6263352370506
1158840,1073,1080,-39.34874153408174,34140.0,174281415.1122441,56382134.66535442,555.0,112.63718961276977
1159920,1074,1080,-47.92605937782727,43420.0,199425663.59011215,64508739.54181564,554.0,147.96944642790834
1161000,1075,1080,-46.770195185426104,39770.0,193971277.00325742,62743720.97940926,529.0,133.88753866158802
1162080,1076,1080,-36.59090732954502,31976.0,170408570.67689094,55128681.73227074,582.0,105.0432406297388
1163160,1077,1080,-40.57818145679546,33674.0,172261063.3254741,55727913.225511335,549.0,113.18731004669101
1164240,1078,1080,-42.226273822663835,36750.0,180810068.43836665,58498483.97228124,556.0,121.35550052844816
1165320,1079,1080,-43.19022121076014,38678.0,185545180.30550468,60024819.52090667,570.0,130.2832985225013
1166400,1080,1080,-45.280923191133624,37700.0,182997084.421594,59192588.89035791,535.0,130.72970361889895
1167480,1081,1080,-46.15358948787082,41690.0,193394702.23176664,62569851.94741546,555.0,136.5489839273988
1168560,1082,1080,-51.24949564746357,48100.0,202780087.7356734,65615288.2650315,550.0,154.01692405182484
1169640,1083,1080,-45.205948059235936,40680.0,189389902.94869384,61279008.52693498,548.0,131.8371864127173
1170720,1084,1080,-40.22557326128595,34472.0,176090994.18746996,56964249.34774454,533.0,112.34930167328245
1171800,1085,1080,-43.990383322737216,37834.0,186124207.19169617,60203799.030315444,554.0,128.6946437376509
1172880,1086,1080,-50.91830558081632,49404.0,207694962.89834738,67210427.69566022,536.0,159.53696844328618
1173960,1087,1080,-42.62353852091415,38954.0,183381568.10578418,59327160.89270959,547.0,125.9335506064724
1175040,1088,1080,-39.089762028004515,33558.0,174273431.66551545,56379233.17464136,540.0,112.08052498566958
1176120,1089,1080,-41.477098312216526,34808.0,178129309.9321237,57625966.499128036,529.0,114.63362726777868
1177200,1090,1080,-40.22068530781027,33754.0,177553900.402331,57432927.213054664,552.0,111.05455701773745
1178280,1091,1080,-56.83517828313554,54336.0,224247877.80025232,72553495.17501955,541.0,175.3151312287268
1179360,1092,1080,-42.303819416125535,36810.0,184405228.0394413,59650557.2664689,585.0,125.39422137402288
1180440,1093,1080,-40.95457290477083,34980.0,179664800.25995654,58117563.62567832,564.0,117.21567089717989
1181520,1094,1080,-39.98985051398523,36460.0,175394270.31585634,56750053.84953832,567.0,120.22954137509626
1182600,1095,1080,-40.67260263266232,35976.0,181829513.25547045,58814298.12907903,546.0,121.04851428986913
1183680,1096,1080,-42.11617958322746,38084.0,184780986.5275166,59777023.70288824,543.0,126.53844239506967
1184760,1097,1080,-41.04906527375984,36480.0,181301440.43432623,58643664.972649746,551.0,121.78678368922282
1185840,1098,1080,-43.73225487808821,39510.0,186377901.054928,60293138.169797085,572.0,135.52372773770495
1186920,1099,1080,-40.183829885791354,36276.0,180783587.6596997,58486894.58196244,572.0,122.72267858168716
1188000,1100,1080,-41.52112956203986,39404.0,184827780.3045128,59797956.637101926,574.0,129.77341534066434
1189080,1101,1080,-61.96448101929876,62006.0,240587629.83374473,77844208.16299312,546.0,207.63809650410533
1190160,1102,1080,-42.16245261907781,38426.0,184551417.58541298,59703894.41059847,555.0,128.16282638932125
1191240,1103,1080,-42.62455332375112,37822.0,186460599.58487535,60309988.842112154,527.0,128.69618900754784
1192320,1104,1080,-50.62309550156115,49276.0,206175826.84500405,66718548.2187468,573.0,162.1347548738311
1193400,1105,1080,-39.93745581328918,34562.0,176342976.02342197,57045609.701257974,534.0,117.1819795508177
1194480,1106,1080,-37.94679905782897,33332.0,173134781.2401977,56007833.606629185,551.0,112.81446256280313
1195560,1107,1080,-40.33717708518601,36776.0,179652046.00887176,58124034.38370736,563.0,123.51932248649632
1196640,1108,1080,-50.814199112044605,47552.0,203170648.23439327,65735161.95518427,563.0,161.4380946678521
1197720,1109,1080,-42.89380489357823,41828.0,179909071.1156691,58221823.21048752,574.0,137.89265208022374
1198800,1110,1080,-38.71262939748111,34882.0,177991227.2287512,57575313.987091646,583.0,118.63104563885216
1199880,1111,1080,-43.276941675268944,39392.0,187013203.83584383,60500578.0292034,528.0,131.2430323525154
1200960,1112,1080,-46.01719551430042,42220.0,191474565.78368235,61945618.71185774,567.0,143.89135763515281
1202040,1113,1080,-39.306863973358816,34062.0,173182758.56845936,56028506.98736066,553.0,116.36897958444439
1203120,1114,1080,-38.42839373062066,35238.0,175611334.3578287,56811397.4396128,558.0,117.5141339440083
1204200,1115,1080,-53.57578972940726,50630.0,216028485.15306792,69888524.90756163,572.0,172.144286817847
1205280,1116,1080,-41.63036965334467,35082.0,182957944.4640112,59180369.78864954,522.0,119.26064396948591
1206360,1117,1080,-39.331017436738506,34976.0,175364282.5452989,56731061.69591583,543.0,118.1961192002107
1207440,1118,1080,-42.09842891209557,37772.0,182880026.43789685,59163822.571319215,543.0,128.83268512134686
1208520,1119,1080,-44.77024355778035,40732.0,184749569.7133608,59777157.67190522,526.0,138.27337963527685
1209600,1120,1080,-41.2600479911071,36180.0,180891532.2119693,58517510.33966579,576.0,127.16260428552553
1210680,1121,1080,-39.78280486519819,35822.0,180676923.46106234,58440582.4868413,559.0,122.18465898846752
1211760,1122,1080,-49.341189014249345,45578.0,195842217.02693126,63360575.572957456,579.0,160.0296757287931
1212840,1123,1080,-36.123744121151866,33584.0,167366783.32509533,54150990.21047623,584.0,112.38805342989748
1213920,1124,1080,-44.07969502528155,38856.0,187311367.47323197,60589172.003233746,573.0,134.37500452270467
1215000,1125,1080,-39.073645843012216,34026.0,174837373.28548625,56555505.4438793,575.0,117.04612023802649
1216080,1126,1080,-39.72712161390021,35276.0,175571623.92706308,56802231.41050737,559.0,118.22088667787763
1217160,1127,1080,-53.45980265135914,49928.0,212132590.96242008,68627353.67284629,524.0,171.50940970787346
1218240,1128,1080,-40.50359082820118,34270.0,176062302.35871577,56952725.949078314,560.0,119.93993763247933
1219320,1129,1080,-46.78485691832351,40740.0,191659614.2797566,62002054.78092501,558.0,141.59230367336292
1220400,1130,1080,-38.44443794466393,32646.0,171439860.87258938,55457982.82192376,550.0,113.30955052342102
1221480,1131,1080,-47.519161764226624,41690.0,195256810.69463432,63162168.300579384,548.0,146.06311059851683
1222560,1132,1080,-45.58498070008066,37730.0,186516950.65871784,60323737.45465593,528.0,134.24700326127646
1223640,1133,1080,-40.02991327155534,34270.0,175294696.9602414,56702472.940792605,576.0,118.79769883473696
1224720,1134,1080,-38.00613725532921,32196.0,168374706.66812298,54469092.81147123,571.0,110.49448387323103
1225800,1135,1080,-40.702306626151916,33584.0,174147918.20665318,56335859.69511423,573.0,118.38896482457271
1226880,1136,1080,-40.63418900226091,34060.0,175271468.50622258,56699138.00585746,549.0,119.0722902042411
1227960,1137,1080,-41.879294561607345,33472.0,177088757.72755477,57282128.59915815,541.0,117.4113425366909
1229040,1138,1080,-48.854727737575246,41480.0,199714914.30336115,64601423.77380488,562.0,144.13819044603653
1230120,1139,1080,-40.34751760805534,33090.0,171894031.0565202,55610768.21099686,537.0,112.21722302259842
1231200,1140,1080,-39.38412337931442,31722.0,166531565.1946027,53879997.0959848,541.0,107.55750564548585
1232280,1141,1080,-42.945905204948275,35828.0,180258834.22338125,58313037.961773664,534.0,120.73163405212301
1233360,1142,1080,-39.31676649868018,32068.0,172164579.180238,55691680.06995961,553.0,111.5381543474341
1234440,1143,1080,-42.23880417301163,34124.0,178458047.65053067,57719933.811908506,534.0,118.63564921270215
1235520,1144,1080,-41.218138517011454,34330.0,174903170.89454317,56577345.04131774,574.0,120.14815208172723
1236600,1145,1080,-43.85422914891414,37196.0,183887685.05640054,59488757.040848695,563.0,127.00031660946567
1237680,1146,1080,-43.11243592795718,36738.0,176507950.43272382,57107738.735647224,548.0,125.63323923457457
1238760,1147,1080,-43.57072251361669,37480.0,184772029.6737935,59780492.67964256,552.0,125.49278473844913
1239840,1148,1080,-40.68113438062143,33360.0,171691383.93839753,55541784.11006114,554.0,114.16725184295007
1240920,1149,1080,-39.48358898068277,30900.0,170521142.7296185,55154288.3141284,551.0,107.30717141376103
1242000,1150,1080,-43.081748251911705,35530.0,176928402.85552827,57246314.40885062,560.0,119.26824268895149
1243080,1151,1080,-40.11118768717428,30256.0,167814692.6625806,54280197.803822435,538.0,104.71451888627463
1244160,1152,1080,-55.63358133175953,51758.0,211285841.30700195,68362361.04932623,561.0,174.3703987917181
1245240,1153,1080,-43.666361319700364,36538.0,181045611.85713744,58569212.803701356,549.0,123.30465243628693
1246320,1154,1080,-41.355347527783024,32464.0,169402456.01765394,54808018.37894615,555.0,110.96915269933102
1247400,1155,1080,-44.7732274459602,37622.0,182320610.77697057,58979001.81257892,534.0,126.6089397040543
1248480,1156,1080,-41.655864404916734,33386.0,175901793.95106977,56902707.746887036,531.0,112.42659632236455
1249560,1157,1080,-51.18396413107948,45336.0,199810685.82100216,64648384.63471435,538.0,152.99702674248107
1250640,1158,1080,-50.63084907437746,44104.0,202150303.79921526,65401143.60033313,564.0,150.32787384790137
1251720,1159,1080,-46.137544804646026,38082.0,186212856.24019358,60239132.7879026,541.0,127.27647334217785
1252800,1160,1080,-40.1891731969917,31684.0,173556310.15968612,56140239.884021,559.0,108.28303473300255
1253880,1161,1080,-46.24631689497971,37972.0,188400636.03415242,60944947.89820643,568.0,130.8195576299544
1254960,1162,1080,-56.64026438228866,49624.0,218621361.04281121,70730332.36214194,562.0,171.52373367306689
1256040,1163,1080,-40.939493302245964,34136.0,178589888.82193094,57772615.16875072,584.0,114.86559394491802
1257120,1164,1080,-39.03364858862243,31054.0,170159066.4738902,55042630.88296532,572.0,105.07836455763989
1258200,1165,1080,-50.88962238117636,43852.0,200904271.3776563,64996827.52718007,552.0,150.75924282643538
1259280,1166,1080,-47.55057626923019,39804.0,192886165.6940093,62402259.08480015,570.0,134.06975932320324
1260360,1167,1080,-38.866386912851866,29864.0,171754941.27416798,55552061.52397235,561.0,100.76179040351889
1261440,1168,1080,-46.51193740650664,37038.0,187879087.2578476,60770296.44730176,553.0,129.14686309678686
1262520,1169,1080,-39.00036844678192,30912.0,169442897.21499723,54806277.15532718,561.0,104.95795979122204
1263600,1170,1080,-37.699167704334236,30292.0,169255769.7587988,54751293.06398822,580.0,99.91350942448474
1264680,1171,1080,-48.97159555720738,42246.0,194440832.48384488,62911273.72900441,570.0,142.41628977010095
1265760,1172,1080,-43.1687107303936,35258.0,182683770.67661336,59083754.68728209,585.0,121.41098231524836
1266840,1173,1080,-45.63553287677061,38954.0,188995252.47584674,61139209.0056267,549.0,130.12332822017714
1267920,1174,1080,-46.01328346615864,37828.0,187877575.57500932,60773493.16148592,564.0,129.44316305230174
1269000,1175,1080,-38.72030018386735,31496.0,171053704.72683153,55334646.98720975,580.0,105.39942920614072
1270080,1176,1080,-37.97649543606451,31152.0,166873663.02623156,53987879.00936415,559.0,102.49682724297656
1271160,1177,1080,-40.580999739728654,30962.0,171968422.72867665,55624445.75231589,559.0,105.54762684140944
1272240,1178,1080,-78.49036109965,74814.0,274148354.45341873,88715075.34986463,551.0,259.2127420195394
1273320,1179,1080,-51.55267305764437,43148.0,200808859.02138457,64963558.4384219,528.0,144.80585430115735
1274400,1180,1080,-39.48105659714778,31384.0,168681733.4962695,54569298.30505835,563.0,105.87428398297385
1275480,1181,1080,-39.55346847425719,30248.0,164646154.113755,53262329.780609824,516.0,100.314439770538
1276560,1182,1080,-45.491297328958346,38422.0,187093933.44144452,60529236.23662834,543.0,125.93137491175854
1277640,1183,1080,-42.40715316442153,35722.0,176868983.9429164,57218519.136693485,568.0,119.715275988404
1278720,1184,1080,-41.66678543933007,33450.0,176540835.19461173,57109831.180360496,529.0,110.02509354950479
1279800,1185,1080,-38.80534477777702,30968.0,171818440.54230073,55572725.37129658,576.0,104.67379097408562
1280880,1186,1080,-41.269872385895724,32054.0,171341219.20519012,55424130.18142711,536.0,109.51036473872131
1281960,1187,1080,-39.60241659360747,30758.0,169385337.596058,54790231.266704604,544.0,105.21835500658462
1283040,1188,1080,-43.92048462153717,35788.0,179811063.01199383,58164780.45660708,523.0,119.2530994944399
1284120,1189,1080,-40.16343455053071,30656.0,169936285.1046977,54969995.751532614,556.0,103.09652696091955
1285200,1190,1080,-40.68191666991895,32422.0,172842002.2491522,55911279.980450496,556.0,109.56149521493238
1286280,1191,1080,-45.740800031549526,38830.0,186062933.36004275,60199874.27808977,564.0,131.28546501416517
1287360,1192,1080,-40.7776530439032,33306.0,173160229.80663872,56015860.81719909,550.0,110.31556630127001
1288440,1193,1080,-41.037020466748814,33540.0,175123507.63744965,56654090.789141566,580.0,111.03173813885599
1289520,1194,1080,-41.13024489043767,33154.0,168825663.33474526,54626676.3395363,525.0,110.39110889759284
1290600,1195,1080,-47.001095148197976,40900.0,193388477.23581874,62563782.16520712,552.0,137.31008295013532
1291680,1196,1080,-38.76250322902976,31076.0,170693939.9582621,55218965.55498915,550.0,103.52598339767948
1292760,1197,1080,-38.29121170598637,32310.0,167323233.02111602,54137492.23189148,552.0,106.85874643006342
1293840,1198,1080,-51.47488388018867,45134.0,203063418.02541745,65693878.126992464,563.0,154.25708368855157
1294920,1199,1080,-41.305538031670054,32660.0,172543190.86797702,55820427.6408479,556.0,110.68238839616288
1296000,1200,1080,-42.77163244891257,35510.0,181102909.85377142,58583519.51336992,571.0,120.95759315024803
1297080,1201,1080,-42.735353770777174,33250.0,177546989.2267498,57432119.106335014,519.0,111.78909332544069
1298160,1202,1080,-43.673922460396795,36308.0,181769588.7396073,58804224.2027677,552.0,124.0661828194911
1299240,1203,1080,-48.75384527679578,43826.0,197335978.23028862,63846480.8077098,542.0,145.19411538087306
1300320,1204,1080,-40.18404811957009,31492.0,172137868.44568557,55679759.264871046,550.0,108.04533595364546
1301400,1205,1080,-39.713993918238444,32620.0,174527452.37763762,56454835.6348096,556.0,108.91434391988912
1302480,1206,1080,-43.75840637832324,36058.0,180594613.59473023,58425947.251820676,549.0,122.4326478160906
1303560,1207,1080,-47.01483278476844,39636.0,190233461.9364901,61545464.94460713,538.0,130.80571345698908
1304640,1208,1080,-59.73385256428928,54768.0,223410774.36386666,72281149.10420096,553.0,186.8608838594046
1305720,1209,1080,-40.27904912665643,31184.0,165805419.62583318,53646575.78714526,544.0,103.87953252778807
1306800,1210,1080,-39.10380059171612,31330.0,166322157.48073348,53814188.05526896,561.0,104.05957742540744
1307880,1211,1080,-39.388521793676944,30374.0,169450403.99603704,54813262.31501622,558.0,103.45748015645022
1308960,1212,1080,-39.272724664776995,30904.0,169993662.21487987,54990797.403308585,557.0,103.32927695274708
1310040,1213,1080,-38.637978705769726,30278.0,163962740.29872707,53044766.19318326,540.0,100.24077006643886
1311120,1214,1080,-41.92681168319005,34020.0,169254789.2085524,54770278.34107713,534.0,113.30227904415935
1312200,1215,1080,-43.96534033252544,37748.0,181378064.74019876,58679548.02506762,593.0,126.52705959702766
1313280,1216,1080,-38.45055291097569,29618.0,162668891.87198168,52632423.14756432,548.0,97.5976062718195
1314360,1217,1080,-40.80056037375715,32290.0,174318787.9997462,56388995.70895655,571.0,107.17449516831259
1315440,1218,1080,-42.33430577060233,32954.0,175662165.71567482,56817638.35185229,537.0,112.6862154556671
1316520,1219,1080,-50.884929653567866,43882.0,198580534.01307654,64249757.02700789,557.0,147.64559762052968
1317600,1220,1080,-42.96861486781898,34900.0,177438286.76102546,57407334.01890733,573.0,116.294533820948
1318680,1221,1080,-37.95310239685726,28920.0,168969843.127848,54650352.016195506,580.0,98.7084180238117
