global_step,episode,update_idx,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,sps,lr,entropy_coef
3584,3,27,-0.005690275365486741,0.10640259906649589,0.6258658170700073,0.0014782532816752791,0.009375,-15.053611755371094,24,0.0002994624,0.009983872
3712,3,28,-0.004845558386296034,0.08033858761191368,0.5886785447597503,0.0005319674848578871,0.00078125,-4.740985870361328,24,0.0002994432,0.009983296000000001
3840,3,29,-0.010027645342051982,0.07724460251629353,0.5955046117305756,0.0011816357611678541,0.0078125,-14.726484298706055,25,0.00029942399999999996,0.00998272
3968,3,30,-0.0046361682936549185,0.08287572413682938,0.5919901728630066,0.001044177811127156,0.003125,-22.680110931396484,25,0.00029940479999999997,0.009982144
4096,3,31,-0.008151643350720406,0.08869583010673524,0.5712058305740356,0.0035410189419053497,0.0390625,-8.744400024414062,26,0.0002993856,0.009981568
4224,3,32,-0.01159744495525956,0.09748445898294449,0.5526617705821991,0.0016192690003663302,0.011328125,-23.099336624145508,26,0.0002993664,0.009980992000000001
4352,4,33,-0.013947286270558834,0.9120643734931946,0.547346556186676,0.005768519127741456,0.0609375,-0.05755019187927246,26,0.0002993472,0.009980416
4480,4,34,-0.008563399221748114,0.06596049480140209,0.5238145053386688,0.0014161588391289116,0.00703125,-4.713001728057861,27,0.00029932799999999996,0.00997984
4608,4,35,-0.00891040088608861,0.0667953446507454,0.5201737940311432,0.0015452357125468551,0.019140625,-6.66449499130249,27,0.0002993088,0.009979264
4736,4,36,-0.00895328694023192,0.06243638582527637,0.5291571259498596,0.002189744950737804,0.023046875,-6.146031856536865,27,0.0002992896,0.009978688
4864,4,37,-0.01447160067036748,0.06358896754682064,0.46535673141479494,0.003756870550569147,0.048828125,-7.493766784667969,28,0.0002992704,0.009978112
4992,4,38,-0.0074088456574827434,0.04948139637708664,0.4723637789487839,0.002552837843541056,0.030859375,-20.458232879638672,28,0.00029925119999999996,0.009977536
5120,4,39,-0.007740657730028033,0.10127375647425652,0.48156264424324036,0.001810627884697169,0.02109375,-1.2251920700073242,28,0.00029923199999999997,0.00997696
5248,4,40,-0.01104579702951014,0.051697205379605295,0.49685901701450347,0.0022093835286796093,0.023046875,-5.647220611572266,29,0.0002992128,0.009976384
5376,4,41,-0.01091377935372293,0.04571586586534977,0.5085257798433304,0.0021582509391009806,0.02734375,-15.418050765991211,29,0.00029919359999999994,0.009975808000000001
5504,5,42,-0.002995340200141072,0.8221363604068757,0.4427733659744263,0.0009503362467512489,0.00859375,0.21736526489257812,29,0.0002991744,0.009975232
5632,5,43,-0.0091309470590204,0.0829683817923069,0.5098520934581756,0.0010463090613484383,0.009765625,-2.767725706100464,30,0.00029915519999999996,0.009974656
5760,5,44,-0.008666276466101408,0.06316541060805321,0.5028303295373917,0.0028451084392145274,0.03125,-10.235570907592773,30,0.000299136,0.00997408
5888,5,45,-0.008994029462337494,0.04544919207692146,0.4525416880846024,0.001077754027210176,0.00390625,-3.883629322052002,30,0.0002991168,0.009973504
6016,5,46,-0.009090074431151151,0.05045236311852932,0.432191202044487,0.0017290118266828358,0.023046875,-4.08367395401001,30,0.00029909759999999995,0.009972928
6144,5,47,-0.00765144769102335,0.053405964747071266,0.4525130867958069,0.0038023764616809787,0.044921875,-4.706161975860596,31,0.00029907839999999996,0.009972352
6272,5,48,-0.004767674556933344,0.06074437275528908,0.4328778624534607,0.0005282970960251987,0.00234375,-3.940707206726074,31,0.00029905919999999997,0.009971776
6400,5,49,-0.00771513837389648,0.04373528361320496,0.4162667691707611,0.003397476498503238,0.038671875,-2.4049766063690186,31,0.00029904,0.0099712
6528,6,50,-0.016349469358101488,0.5984749257564544,0.4135513693094254,0.0030750166857615112,0.04375,-0.3104746341705322,31,0.00029902079999999994,0.009970624
6656,6,51,-0.006049281638115645,0.06484950631856919,0.37110142409801483,0.0018451207666657864,0.01640625,-4.676537036895752,32,0.00029900159999999995,0.009970048
6784,6,52,-0.005736585007980466,0.04333140030503273,0.36932159066200254,0.00043105842778459193,0.003125,-10.086573600769043,32,0.00029898239999999997,0.009969472
6912,6,53,-0.007505320338532328,0.0434498742222786,0.3820420473814011,0.0025556823937222363,0.02421875,-7.150306701660156,32,0.0002989632,0.009968896
7040,6,54,-0.006379230879247189,0.043139795772731304,0.3725647807121277,0.0029291879385709763,0.0359375,-3.490847587585449,32,0.000298944,0.009968320000000001
7168,6,55,-0.011282704398036003,0.07192892506718636,0.3579200655221939,0.00990387937054038,0.089453125,0.04391390085220337,33,0.00029892479999999995,0.009967744
7296,6,56,-0.007570058340206742,0.17936414778232573,0.3559435665607452,0.002452062675729394,0.033984375,-0.36689627170562744,33,0.00029890559999999996,0.009967168
7424,6,57,-0.008578955475240947,0.11120784506201745,0.28939551413059234,0.0029659568332135676,0.041796875,-2.47548246383667,33,0.00029888639999999997,0.009966592
7552,6,58,-0.012409953912720085,0.09943358078598977,0.301840603351593,0.006260283128358424,0.07890625,0.1887093186378479,33,0.0002988672,0.009966016
7680,7,59,-0.005657033529132605,0.5775909304618836,0.2832801520824432,0.0007766422699205577,0.01015625,-0.07623100280761719,33,0.000298848,0.00996544
7808,7,60,-0.007377255614846945,0.04710926935076713,0.2524241954088211,0.0011426631710492075,0.015625,-0.27431046962738037,33,0.00029882879999999995,0.009964864
7936,7,61,-0.01132893622852862,0.07290199808776379,0.2965007573366165,0.0021537592518143358,0.02890625,-6.447627067565918,34,0.00029880959999999997,0.009964288
8064,7,62,-0.01256363857537508,0.05564359053969383,0.2971374988555908,0.002290394844021648,0.028515625,-7.127635955810547,34,0.0002987904,0.009963712
8192,7,63,-0.00505895703099668,0.06210389249026775,0.24729022830724717,0.0030171872465871276,0.04609375,-7.705556869506836,34,0.0002987712,0.009963136000000001
8320,7,64,-0.006384496297687292,0.06054415889084339,0.21144089102745056,0.0022290278342552484,0.0296875,-2.4844236373901367,34,0.00029875199999999995,0.00996256
8448,7,65,-0.00617344519123435,0.05867756977677345,0.19821477681398392,0.0017165989731438458,0.023828125,-3.254850387573242,34,0.00029873279999999996,0.009961984
8576,7,66,-0.008899001125246286,0.029642361029982568,0.23207407742738723,0.005878524121362716,0.06328125,-4.707276344299316,35,0.00029871359999999997,0.009961408
8704,8,67,-0.003184259869158268,0.7868740022182464,0.2004781037569046,0.0007086007390171289,0.009765625,-0.11053228378295898,35,0.0002986944,0.009960832000000001
8832,8,68,-0.007203913806006312,0.025653172843158246,0.2009847044944763,0.0010359561536461114,0.014453125,-5.649604797363281,35,0.0002986752,0.009960256
8960,8,69,-0.006569184781983495,0.024401039630174638,0.19961225241422653,0.0018087283824570477,0.017578125,-3.6476378440856934,35,0.00029865599999999995,0.00995968
9088,8,70,-0.00593532519415021,0.02732426542788744,0.17631805539131165,0.001846675795968622,0.01875,-3.1095433235168457,35,0.00029863679999999997,0.009959104
9216,8,71,-0.006916812295094133,0.028919535130262373,0.16081352084875106,0.0037202843115665017,0.04765625,-1.751704454421997,35,0.0002986176,0.009958528
9344,8,72,-0.002846508473157883,0.03356927428394556,0.16702357679605484,0.0006903041619807481,0.0078125,-1.246807336807251,36,0.0002985984,0.009957952
9472,8,73,-0.003532313788309693,0.037598885037004946,0.14933718740940094,0.0010730231297202408,0.01015625,-10.118627548217773,36,0.0002985792,0.009957376
9600,8,74,-0.005558233521878719,0.03803811874240637,0.16754768192768096,0.0028237304417416454,0.03515625,-1.5751502513885498,36,0.00029855999999999996,0.0099568
9728,9,75,-0.004098786367103457,0.7117205798625946,0.13605796843767165,0.0019269549520686269,0.023046875,-0.10520148277282715,36,0.00029854079999999997,0.009956224
9856,9,76,-0.006143442774191499,0.03915340080857277,0.1466099962592125,0.003033132909331471,0.033203125,-4.364448070526123,36,0.0002985216,0.009955648000000001
9984,9,77,-0.004981545964255929,0.038734287954866886,0.17769875079393388,0.0019107289728708566,0.01953125,-2.3710145950317383,36,0.0002985024,0.009955072
10112,9,78,-0.005729643628001213,0.027877664007246495,0.14344025552272796,0.002620255167130381,0.033984375,-4.097180366516113,37,0.0002984832,0.009954496
10240,9,79,-0.0035226646810770034,0.03347222711890936,0.14273795932531358,0.0010368384886533023,0.01640625,-6.936465740203857,37,0.00029846399999999997,0.00995392
10368,9,80,-0.0047021213918924335,0.030474767461419104,0.16254450827836991,0.0007631948566995562,0.007421875,-4.12800407409668,37,0.0002984448,0.009953344
10496,9,81,-0.008304364024661481,0.03355531338602304,0.14155614823102952,0.003360998828429729,0.036328125,-1.3221006393432617,37,0.0002984256,0.009952768
10624,9,82,-0.004082390386611223,0.038914359919726846,0.16985022276639938,0.0009750906494446099,0.01640625,-1.0566604137420654,37,0.0002984064,0.009952192
10752,9,83,-0.0073735624551773075,0.029335794597864152,0.1382521480321884,0.0022710342542268335,0.0296875,-7.962339401245117,37,0.00029838719999999996,0.009951616
10880,10,84,-0.003342005517333746,1.3024141907691955,0.14408665001392365,0.0010026007774285972,0.012109375,0.31436073780059814,38,0.000298368,0.00995104
11008,10,85,-0.006074645556509495,0.03544063214212656,0.15537273585796357,0.001097468484658748,0.0171875,0.08856010437011719,38,0.0002983488,0.009950464000000001
11136,10,86,-0.008371237688697875,0.04721515960991383,0.11830780357122421,0.006837890413589775,0.060546875,-5.512142658233643,38,0.00029832959999999994,0.009949888
11264,10,87,-0.006749705132097006,0.03764770142734051,0.12970357537269592,0.0011415595188736915,0.0140625,-4.913852214813232,38,0.0002983104,0.009949312
11392,10,88,-0.005782725289463997,0.025605008006095886,0.11430420279502869,0.0014237250317819417,0.0203125,-2.2277040481567383,38,0.00029829119999999997,0.009948736
11520,10,89,-0.004471825435757637,0.07413666024804115,0.12407616227865219,0.0022848932072520255,0.023046875,-0.2348935604095459,38,0.000298272,0.009948160000000001
11648,10,90,-0.005080471420660615,0.017189289908856153,0.11760035753250123,0.0011720186797901989,0.017578125,-8.065977096557617,38,0.00029825279999999994,0.009947584
11776,10,91,-0.0034362096805125473,0.06337148584425449,0.1230601467192173,0.0018827602965757252,0.011328125,-3.9294638633728027,38,0.00029823359999999995,0.009947008
11904,11,92,-0.0037995542865246535,0.6583571553230285,0.10603423118591308,0.0005148338968865573,0.00703125,-0.18169164657592773,39,0.00029821439999999996,0.009946432
12032,11,93,-0.006399800349026918,0.019452647119760514,0.13777483701705934,0.0028636897332035005,0.03046875,-3.32625150680542,39,0.0002981952,0.009945856
12160,11,94,-0.003640557429753244,0.025063045509159564,0.10395255237817765,0.0006761818774975836,0.01015625,-4.035406112670898,39,0.000298176,0.00994528
12288,11,95,-0.00313942926004529,0.024092745408415793,0.1035463698208332,0.0009832016890868544,0.015625,-7.706116676330566,39,0.00029815679999999994,0.009944704
12416,11,96,-0.0034969661850482226,0.018995439540594815,0.1116898700594902,0.0010397163452580572,0.013671875,-2.4634928703308105,39,0.00029813759999999996,0.009944128
12544,11,97,-0.00804093717597425,0.02380983829498291,0.1375843793153763,0.0016147246933542192,0.01953125,-9.70584774017334,39,0.00029811839999999997,0.009943552
12672,11,98,-0.004480371903628111,0.02338545210659504,0.1142039954662323,0.0021076618460938333,0.026953125,-17.57148551940918,39,0.0002980992,0.009942976000000001
12800,11,99,-0.006822440586984157,0.024915981478989123,0.09962719455361366,0.004812511336058378,0.037890625,-1.235879898071289,39,0.00029808,0.0099424
12928,11,100,-0.004768486041575671,0.019177709054201842,0.11192541271448135,0.0013011219794861971,0.018359375,-2.451751470565796,40,0.00029806079999999995,0.009941824
13056,12,101,-0.003914535231888294,0.503352427482605,0.11291220337152481,0.0010174753959290683,0.0109375,-0.02030634880065918,40,0.00029804159999999996,0.009941248
13184,12,102,-0.0030772889265790583,0.01514846896752715,0.11590723171830178,0.000647399085573852,0.007421875,-6.12008810043335,40,0.0002980224,0.009940672
13312,12,103,-0.0027536242036148907,0.07412210553884506,0.12031277790665626,0.0006596433813683689,0.00703125,0.11526572704315186,40,0.0002980032,0.009940096
13440,12,104,-0.006639917753636837,0.023411696217954157,0.11083250120282173,0.001741212059278041,0.017578125,-3.911315441131592,40,0.000297984,0.00993952
13568,12,105,-0.004130360204726458,0.0188346560113132,0.11356840208172798,0.0016760118189267815,0.01875,-4.076915264129639,40,0.00029796479999999996,0.009938944
13696,12,106,-0.0033085164148360493,0.016159552428871394,0.10409004017710685,0.00041215737583115696,0.005078125,-3.0780410766601562,40,0.00029794559999999997,0.009938368
13824,12,107,-0.005816059093922377,0.019824766740202903,0.10787667483091354,0.0018910864717327058,0.017578125,-1.5195965766906738,40,0.0002979264,0.009937792
13952,12,108,-0.006479293247684837,0.013920677546411752,0.11372217684984207,0.0012758029857650398,0.01796875,-1.5420570373535156,40,0.0002979072,0.009937216
14080,13,109,-0.0041072032880038025,0.532490736246109,0.09648604691028595,0.002337150601670146,0.0234375,-0.034903883934020996,41,0.00029788799999999995,0.00993664
14208,13,110,-0.00699572185985744,0.019238862674683332,0.09858397096395492,0.0011291630333289504,0.01640625,-1.0092449188232422,41,0.00029786879999999996,0.009936064
14336,13,111,-0.004022999852895737,0.024602077528834344,0.11296506226062775,0.0010555227636359632,0.013671875,-2.759214401245117,41,0.0002978496,0.009935488000000001
14464,13,112,-0.0050706926733255385,0.11263772696256638,0.11305654570460319,0.004149685276206583,0.027734375,-0.10355830192565918,41,0.0002978304,0.009934912
14592,13,113,-0.005876355804502964,0.052704811096191406,0.12492667362093926,0.0013695052941329778,0.0140625,0.2015588879585266,41,0.0002978112,0.009934336
14720,13,114,-0.006145200552418828,0.02296820804476738,0.12429362460970879,0.0016929359873756767,0.01875,-0.8040567636489868,41,0.00029779199999999996,0.00993376
14848,13,115,-0.004341034265235066,0.031132423132658005,0.10671149119734764,0.0015164790325798093,0.016015625,-8.11535930633545,41,0.00029777279999999997,0.009933184
14976,13,116,-0.006725624343380332,0.017143703438341616,0.10228802934288979,0.0031697661499492822,0.028125,-4.3210248947143555,41,0.0002977536,0.009932608
15104,13,117,-0.003190096840262413,0.022396210581064224,0.11237524002790451,0.001344385591801256,0.019921875,-2.9125449657440186,41,0.0002977344,0.009932032
15232,14,118,-0.0024486239068210124,0.41723051071166994,0.08832121565937996,0.001903997256886214,0.0203125,-0.10142254829406738,41,0.0002977152,0.009931456
15360,14,119,-0.002718666847795248,0.014253502991050482,0.11136291921138763,0.0005543147097341716,0.005859375,-5.549371242523193,41,0.00029769599999999996,0.00993088
15488,14,120,-0.006334012793377042,0.01573816416785121,0.10169336944818497,0.0013707480276934803,0.0171875,-6.863089084625244,42,0.0002976768,0.009930304000000001
15616,14,121,-0.0014327320270240307,0.017825466860085726,0.11593013629317284,0.0003878603572957218,0.003125,-1.9104442596435547,42,0.0002976576,0.009929728
15744,14,122,-0.005641429126262665,0.014039323758333921,0.12549687922000885,0.0009179771644994616,0.012890625,-1.080937385559082,42,0.0002976384,0.009929152
15872,14,123,-0.005226257489994168,0.01733672758564353,0.1337750732898712,0.0015411593252792955,0.025390625,-8.817496299743652,42,0.00029761919999999996,0.009928576
16000,14,124,-0.0058926669880747795,0.013686514832079411,0.12210584506392479,0.0007754478137940168,0.00859375,-2.9403083324432373,42,0.00029759999999999997,0.009928
16128,14,125,-0.00472108949907124,0.010716837551444768,0.1450302541255951,0.0031306637218222024,0.0359375,-2.6913833618164062,42,0.0002975808,0.009927424
16256,15,126,-0.001310724625363946,0.4457176476716995,0.09997199028730393,0.00023928984301164747,0.001953125,-0.013937711715698242,42,0.00029756159999999994,0.009926848
16384,15,127,-0.0045557888224720955,0.02397014610469341,0.13624181747436523,0.0008304944611154496,0.012109375,-5.76406717300415,42,0.0002975424,0.009926272
16512,15,128,-0.006629824475385249,0.021857780031859876,0.12475324347615242,0.0034639757825061677,0.041015625,-4.7410478591918945,42,0.00029752319999999996,0.009925696
16640,15,129,-0.003937438689172268,0.01642498867586255,0.09670012518763542,0.000907659821677953,0.009765625,-17.088165283203125,42,0.000297504,0.00992512
16768,15,130,-0.004049780871719122,0.015383014176040887,0.10298297479748726,0.000883876287844032,0.008203125,-2.837416887283325,42,0.0002974848,0.009924544
16896,15,131,-0.005797799676656723,0.014457726199179888,0.12080339938402176,0.001292265742085874,0.01484375,-1.1645548343658447,43,0.00029746559999999995,0.009923968
17024,15,132,-0.004470590269193053,0.010980127565562724,0.10900589600205421,0.001275318954139948,0.0140625,-4.390844345092773,43,0.00029744639999999996,0.009923392
17152,15,133,-0.004045912669971586,0.08511195555329323,0.1310864582657814,0.002013211534358561,0.022265625,0.23703736066818237,43,0.00029742719999999997,0.009922816000000001
17280,16,134,-0.00890504140406847,0.5346156120300293,0.11715898439288139,0.0016348155215382576,0.023046875,-0.11641240119934082,43,0.000297408,0.00992224
17408,16,135,-0.0026428782381117343,0.014375004079192876,0.11931465789675713,0.001212953368667513,0.01328125,-1.4283602237701416,43,0.00029738879999999994,0.009921664
17536,16,136,-0.0060129836201667786,0.009984866995364428,0.12312289699912071,0.00170078786322847,0.017578125,-8.814128875732422,43,0.00029736959999999995,0.009921088
17664,16,137,-0.005211441777646542,0.07542227506637574,0.1080912783741951,0.002671482996083796,0.020703125,0.12824255228042603,43,0.00029735039999999996,0.009920512
17792,16,138,-0.00733015825971961,0.04637941494584084,0.10346279069781303,0.0043102757423184816,0.02265625,0.6987267434597015,43,0.0002973312,0.009919936
17920,16,139,-0.008091132715344429,0.011615688540041446,0.11455576494336128,0.003127689741086215,0.02265625,-2.6735947132110596,43,0.000297312,0.00991936
18048,16,140,-0.005103171057999134,0.012548549938946963,0.11145062670111656,0.0009886379819363355,0.008203125,-1.7629806995391846,43,0.00029729279999999995,0.009918784
18176,16,141,-0.005281853582710027,0.014764825347810984,0.10717676505446434,0.001698419952299446,0.016796875,-5.839142322540283,43,0.00029727359999999996,0.009918208
18304,16,142,-0.005044092517346143,0.01147865829989314,0.11882128342986106,0.0009563886909745633,0.012109375,-5.269839763641357,43,0.00029725439999999997,0.009917632000000001
18432,17,143,-0.00301834549754858,0.5216405004262924,0.10048786401748658,0.0006973045528866351,0.011328125,-0.04765963554382324,43,0.0002972352,0.009917056
18560,17,144,-0.0052523880265653135,0.01363753927871585,0.09770736619830131,0.0011744411895051599,0.013671875,-2.4048397541046143,43,0.000297216,0.00991648
18688,17,145,-0.008419170044362545,0.012006600527092815,0.11935534179210663,0.008305961277801543,0.05546875,-1.0872130393981934,44,0.00029719679999999995,0.009915904
18816,17,146,-0.007938711252063513,0.014263774268329144,0.10494374632835388,0.001163142709992826,0.01328125,-0.5926247835159302,44,0.00029717759999999996,0.009915328000000001
18944,17,147,-0.005123749421909451,0.01272870684042573,0.11140651926398278,0.00216125127626583,0.01796875,-2.2846927642822266,44,0.0002971584,0.009914752
19072,17,148,-0.004826823994517326,0.013998188823461533,0.11795816645026207,0.002406649861950427,0.026171875,-0.9498051404953003,44,0.0002971392,0.009914176
19200,17,149,-0.004078373638913035,0.01421273909509182,0.10156510025262833,0.000997315114364028,0.01171875,-8.423596382141113,44,0.00029711999999999995,0.0099136
19328,17,150,-0.005187292397022247,0.012272306345403194,0.11718413457274438,0.0010608309064991772,0.01015625,-7.333860397338867,44,0.00029710079999999996,0.009913024
19456,18,151,-0.0025848249904811384,0.42347329258918764,0.10534108802676201,0.0008239641669206321,0.009375,-0.05693840980529785,44,0.00029708159999999997,0.009912448
19584,18,152,-0.005267969332635403,0.011362479161471128,0.10853862017393112,0.0010389727191068231,0.014453125,-2.7162373065948486,44,0.0002970624,0.009911872
19712,18,153,-0.009575654286891222,0.011269409395754337,0.10863011553883553,0.0030777705484069883,0.02578125,-1.1171340942382812,44,0.0002970432,0.009911296
19840,18,154,-0.004552356572821737,0.010167446825653315,0.09455615356564522,0.0009021161939017474,0.012890625,-4.1990275382995605,44,0.00029702399999999995,0.00991072
19968,18,155,-0.004440179420635104,0.01383827170357108,0.08064465895295143,0.001913014380261302,0.018359375,-5.283430576324463,44,0.00029700479999999997,0.009910144000000001
20096,18,156,-0.006268842518329621,0.011372047662734985,0.09944693222641945,0.0030509762233123182,0.03671875,-2.262895345687866,44,0.0002969856,0.009909568
20224,18,157,-0.005343942623585463,0.015376231633126736,0.09900649935007096,0.0036427687853574755,0.026171875,-0.8079706430435181,44,0.0002969664,0.009908992
20352,18,158,-0.007859958801418543,0.5085523277521133,0.11020918488502503,0.0032089212443679573,0.021875,0.4344601631164551,44,0.0002969472,0.009908416
20480,18,159,-0.00509396909425656,0.4633657425642014,0.10266982143123944,0.029491541751970846,0.061848958333333336,0.6744826138019562,44,0.00029692799999999996,0.00990784
20608,19,160,-0.00638059051707387,0.6031110465526581,0.10473576113581658,0.002917108649853617,0.025390625,-0.3184020519256592,44,0.00029690879999999997,0.009907264
20736,19,161,-0.005716094980016351,0.019310390390455724,0.13735621869564058,0.003263454046100378,0.034375,-3.6133270263671875,44,0.0002968896,0.009906688
20864,19,162,-0.003740231040865183,0.01241808021441102,0.12287652641534805,0.0013099608826451004,0.014453125,-2.821727752685547,44,0.0002968704,0.009906112
20992,19,163,-0.006273662578314543,0.013109899219125509,0.11744763478636741,0.002115095523186028,0.012109375,-2.7118911743164062,44,0.0002968512,0.009905536
21120,19,164,-0.00824812650680542,0.012437574751675128,0.10204282999038697,0.002857377624604851,0.027734375,-5.082156658172607,44,0.00029683199999999997,0.00990496
21248,19,165,-0.002072831802070141,0.008278845902532339,0.10516243204474449,0.000527282478287816,0.008203125,-3.56862211227417,45,0.0002968128,0.009904384
21376,19,166,-0.006243250472471118,0.008305197907611727,0.09761577770113945,0.004620015958789736,0.03671875,-0.5629509687423706,45,0.0002967936,0.009903808
21504,19,167,-0.002274965262040496,0.021788340620696546,0.13053795099258422,0.000323572289198637,0.00390625,-0.29073500633239746,45,0.0002967744,0.009903232
21632,20,168,-0.003787577897310257,0.48132752180099486,0.11043810322880745,0.0010108207468874752,0.009375,-0.07870638370513916,45,0.00029675519999999996,0.009902656000000001
21760,20,169,-0.004454109631478786,0.03169346544891596,0.1307987928390503,0.0007940234732814133,0.011328125,-0.3752192258834839,45,0.00029673599999999997,0.00990208
21888,20,170,-0.007083769142627716,0.01665071239694953,0.12982290834188462,0.003054901142604649,0.030078125,-2.096156358718872,45,0.0002967168,0.009901504
22016,20,171,-0.00461119320243597,0.01159900650382042,0.13420141190290452,0.0024362714844755828,0.02265625,-2.5126657485961914,45,0.00029669759999999994,0.009900928
22144,20,172,-0.004865447198972106,0.011645680759102106,0.13229040950536727,0.0010632434859871864,0.01328125,-13.044509887695312,45,0.0002966784,0.009900352
22272,20,173,-0.006095256470143795,0.014534465782344342,0.18446555435657502,0.0013582576648332179,0.0109375,-1.1307129859924316,45,0.00029665919999999997,0.009899776
22400,20,174,-0.005897353542968631,0.013084999844431877,0.1417054533958435,0.0018311896594241262,0.026171875,-9.9808931350708,45,0.00029664,0.0098992
22528,20,175,-0.003933348972350359,0.010097636003047228,0.14006689339876174,0.000622360804118216,0.008203125,-1.3925416469573975,45,0.00029662079999999994,0.009898624
22656,20,176,-0.008919419441372155,0.009650190640240908,0.14257476180791856,0.004277046769857407,0.04453125,-6.032622814178467,45,0.00029660159999999995,0.009898048
22784,21,177,-0.0036935065872967243,0.419804310798645,0.13392748087644576,0.001282415841706097,0.012890625,0.13020384311676025,45,0.00029658239999999996,0.009897472000000001
22912,21,178,-0.008693547965958715,0.16036968678236008,0.1484893634915352,0.006166271853726357,0.041015625,0.07367199659347534,45,0.0002965632,0.009896896
23040,21,179,-0.005667533818632364,0.019991713017225264,0.13138002008199692,0.0021182433236390354,0.023828125,-8.878819465637207,45,0.000296544,0.00989632
23168,21,180,-0.005006860010325909,0.01597166173160076,0.13985098749399186,0.0007068921346217394,0.009765625,-6.426806926727295,45,0.00029652479999999994,0.009895744
